id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
299513,NL-0032,heliport,"Heli Holland Heliport",52.8033333333,6.95722222222,39,EU,NL,NL-DR,"Emmer- Compascuum",0,,,,,http://en.wikipedia.org/wiki/Heli_Holland,,0,2012-01-08T22:22:12+00:00
43709,NL-0014,heliport,"Medisch Spectrum Twente Heliport",52.215476989746094,6.891250133514404,130,EU,NL,NL-OV,Enschede,0,,,,,,EH0008,0,2009-03-21T16:38:28+00:00
43716,NL-0021,heliport,"Oosterschelde Ziekenhuis Heliport",51.48480224609375,3.9105000495910645,1,EU,NL,NL-ZL,Goes,0,,,,,,EH0009,0,2009-03-21T16:38:42+00:00
43701,NL-0006,heliport,"Universitair Medisch Centrum Heliport",53.22173309326172,6.576056003570557,80,EU,NL,NL-GR,Groningen,0,,,,,,EH0010,0,2009-03-21T16:38:12+00:00
43697,NL-0002,heliport,"Medisch Centrum Leeuwarden. Locatie Zuid Heliport",53.188507080078125,5.8028059005737305,1,EU,NL,NL-FR,Leeuwarden,0,,,,,,EH0013,0,2009-03-21T16:38:04+00:00
299211,EHDS,small_airport,"Aero Club Salland",52.4683333333,6.33333333333,10,EU,NL,NL-OV,Lemelerveld,0,EHDS,,,http://aeroclubsalland.nl/,http://nl.wikipedia.org/wiki/Aero_Club_Salland,"Dalfsen Gliders",0,2011-08-21T13:00:03+00:00
43702,NL-0007,heliport,"Maastricht Universitair Medisch Centrum Heliport",50.834442138671875,5.712500095367432,165,EU,NL,NL-LI,Maastricht,0,,,,,,EH0015,0,2009-03-21T16:38:14+00:00
316445,EHND,small_airport,"Vliegveld Numansdorp",51.7530556,4.4552778,3,EU,NL,NL-ZH,Numansdorp,0,EHND,,,,,,0,2015-11-29T04:13:31+00:00
299516,NL-0035,small_airport,"Glider site Schinveld",50.980833333300005,5.998611111110001,180,EU,NL,NL-LI,Onderbanken,0,,,,,,,0,2011-10-01T04:35:41+00:00
43209,EHTP,heliport,"Maasvlakte Heliport",51.95940017700195,4.090000152587891,3,EU,NL,NL-ZH,Rotterdam,0,EHTP,,,,http://en.wikipedia.org/wiki/Maasvlakte_Heliport,,0,2009-03-21T16:38:00+00:00
299512,NL-0031,small_airport,"Haamstede Airfield",51.7088888889,3.7122222222200003,15,EU,NL,NL-ZL,Schouwen-Duiveland,0,,,,,,,0,2011-10-01T01:47:12+00:00
43696,NL-0001,heliport,"Antonius Ziekenhuis Heliport",53.03475952149999,5.639972209929999,14,EU,NL,NL-FR,Sneek,0,,,,,,EH0020,0,2012-10-16T17:32:10+00:00
43717,NL-0022,heliport,"Ziekenhuis Zeeuws-Vlaanderen. Locatie De Honte Heliport",51.30833435058594,3.862499952316284,6,EU,NL,NL-ZL,Terneuzen,0,,,,,,EH0021,0,2009-03-21T16:38:44+00:00
299508,NL-0027,small_airport,"Axel Glider Airfield",51.2555555556,3.89138888889,20,EU,NL,NL-ZL,Terneuzen,0,,,,,,,0,2011-10-01T00:25:19+00:00
43700,NL-0005,heliport,"Ziekenhuis Rivierenland Heliport",51.88972091674805,5.413888931274414,16,EU,NL,NL-GE,Tiel,0,,,,,,EH0022,0,2009-03-21T16:38:10+00:00
43705,NL-0010,heliport,"St. Elisabeth Ziekenhuis Heliport",51.53889083862305,5.104722023010254,49,EU,NL,NL-NB,Tilburg,0,,,,,,EH0023,0,2009-03-21T16:38:20+00:00
43710,NL-0015,heliport,"Universitair Medisch Centrum Utrecht Heliport",52.086769104003906,5.181416988372803,91,EU,NL,NL-UT,Utrecht,0,,,,,,EH0024,0,2009-03-21T16:38:30+00:00
43703,NL-0008,heliport,"Viecuri Medisch Centrum Voor Noord-Limburg Heliport",51.358333587646484,6.152500152587891,58,EU,NL,NL-LI,Venlo,0,,,,,,EH0026,0,2009-03-21T16:38:16+00:00
299507,NL-0026,closed,"TrafficPort Venlo Airport",51.393056,6.062778,75,EU,NL,NL-LI,Venlo,0,,,,http://www.trafficport.nl/airport.htm,http://en.wikipedia.org/wiki/TrafficPort_Venlo,,0,2018-07-08T07:49:09+00:00
299518,NL-0037,small_airport,"Venlo Airfield",51.3630555556,6.216111111110001,145,EU,NL,NL-LI,Venlo,0,,,,,,,0,2011-10-01T06:33:46+00:00
299519,NL-0038,closed,"Venlo-Herongen Airport",51.3686111111,6.21194444444,135,EU,NL,NL-LI,Venlo,0,,,,,,,0,2011-10-01T06:52:44+00:00
43210,EHVL,heliport,"Vlieland Heliport",53.29666519165039,5.0858330726623535,37,EU,NL,NL-FR,Vlieland,0,EHVL,,,,http://en.wikipedia.org/wiki/Vlieland_Heliport,,0,2009-02-21T16:30:40+00:00
299505,NL-0024,small_airport,"Middenmeer Aerodrome",52.815368824100005,5.0216960907,-14,EU,NL,NL-NH,Wieringermeer,0,,,,http://www.vliegclubwieringermeer.nl/,http://en.wikipedia.org/wiki/Middenmeer_Aerodrome,,0,2012-11-17T09:23:58+00:00
43699,NL-0004,heliport,"Streekziekenhuis Koningin Beatrix Heliport",51.97972106933594,6.700277805328369,110,EU,NL,NL-GE,Winterswijk,0,,,,,,EH0028,0,2009-03-21T16:38:08+00:00
43708,NL-0013,heliport,"Isala Klinieken. Locatie Sophia Heliport",52.51387405395508,6.127999782562256,6,EU,NL,NL-OV,Zwolle,0,,,,,,EH0029,0,2009-03-21T16:38:26+00:00
